gene_id,log2FoldChange,pvalue,padj
ENSG00000279267,0.01671624902859697,0.9351373730212101,0.9660344660226474
LINC02466,-0.06076213,0.9351651178616703,0.9660344660226474
ENSG00000276071,0.028982279413383195,0.9352475954612629,0.966087744156797
RAB22A,0.006989853334930782,0.9353142870306083,0.9660927926599235
ECI1-AS1,0.021076752635701832,0.9353009250303386,0.9660927926599235
CNR1,-0.034350451,0.935469085671562,0.9661661872952072
SEC61B,0.006905772610971519,0.9354458400583782,0.9661661872952072
LETMD1,-0.007893282,0.9354963806029393,0.9661661872952072
ENSG00000267124,0.08094312005681559,0.9355089612517423,0.9661661872952072
ENSG00000299582,0.03087168367464709,0.9356921644705174,0.9663234717838856
ZNF45-AS1,0.019097414001318817,0.9358580267849317,0.9664481948107425
LINC00529,-0.024656516,0.9359056743721086,0.9664481948107425
COL22A1,0.0431636785704434,0.9358960288040179,0.9664481948107425
CKAP5,-0.007442356,0.9359469515092403,0.9664588963216205
CCL22,-0.027652703,0.9360899303980532,0.9664788472270257
SLC16A13,-0.017604359,0.9360895565748985,0.9664788472270257
NLRP9P1,-0.048689339,0.9360583431542554,0.9664788472270257
DCAF8L2,-0.063984601,0.9360587530730735,0.9664788472270257
NARS2,-0.008469392,0.9363391769202574,0.9666059697553365
PLEKHA5,0.010260093683888903,0.9363509723524608,0.9666059697553365
ENSG00000287609,0.08840047885447111,0.9363676484675292,0.9666059697553365
UMODL1-AS1,-0.073717688,0.936331451730237,0.9666059697553365
ENSG00000278925,-0.043847455,0.9362761380849908,0.9666059697553365
GLTPD2,-0.020415378,0.9365295383670658,0.9667411661483715
TGM1,-0.021924904,0.9366745974299596,0.966805764391297
ENSG00000300961,0.07422728043122738,0.9366759650748531,0.966805764391297
ENSG00000258466,-0.020089185,0.9366848926094102,0.966805764391297
HTR2B,0.0227530053562429,0.9367916682862968,0.9668840516881644
ENSG00000279791,-0.042700216,0.9369298410519857,0.9669947383978156
ENSG00000303417,-0.064887405,0.9371912290796884,0.9672325826858016
ASPA,-0.020094524,0.9372654282328594,0.9672772284964805
ENSG00000287619,-0.017303511,0.9373047996313068,0.9672859295858435
PAQR9,-0.02149837,0.9375195244820399,0.9673872866638465
ENSG00000301326,-0.072048369,0.9374827601824997,0.9673872866638465
ENSG00000304140,-0.03269383,0.9374679239532754,0.9673872866638465
PCDHB3,-0.028726456,0.9375267892186042,0.9673872866638465
LINC01014,-0.05197771,0.937585231901543,0.9674156607458312
IGHV3-48,0.03542701710488805,0.9376622270999097,0.9674312466857355
ENSG00000259712,0.02528588068740798,0.9376322274090275,0.9674312466857355
NIT2,-0.008872145,0.937731861286369,0.9674711629395999
PALM,-0.01989965,0.9377874704115575,0.9674864551796842
OARD1,0.006599830485983201,0.9378085768405192,0.9674864551796842
SHF,0.019302350942621824,0.93807425224575,0.967728604123375
ENSG00000270574,0.018367646841844477,0.9381483515829665,0.9677411791182989
CTSC,-0.014840375,0.9381276628792343,0.9677411791182989
POU6F2-AS2,0.06786414241020287,0.9383883077450607,0.9679248297546548
LEF1-AS1,-0.027449656,0.9383875183930398,0.9679248297546548
BMP2,0.014142384317875014,0.938495525748035,0.9680034847067244
PTOV1-AS1,-0.014438268,0.9386656344006289,0.9681150609747577
CRTC1,0.013096192760416027,0.9386642556242402,0.9681150609747577
NUDT21,-0.006743044,0.9389319824798075,0.9682941393610217
ABCF2,0.0064402573927349795,0.9389255225914054,0.9682941393610217
CCDC198,-0.016197995,0.9389321829232439,0.9682941393610217
CMPK1,-0.006439502,0.9390254683260804,0.9683583987425205
RPL12P14,0.055489838990540705,0.9392098710259122,0.9685166143709171
ZFPL1,-0.00612976,0.9393167135067424,0.9685948418220625
ENSG00000286058,-0.056785608,0.9393901881576576,0.9686386573558775
TRBV6-2,-0.033951148,0.9395790542134005,0.9688014502596813
CHCHD7,0.007706057287156558,0.9396186652039062,0.9688103403670631
ENSG00000265194,0.023441512565711135,0.9397367246538983,0.9688536617596614
DPYSL4,0.030501590649209705,0.9397601653132064,0.9688536617596614
SPOPL,0.009284641785290992,0.9397846388738358,0.9688536617596614
CXorf38,0.0059422153327605715,0.939784642960104,0.9688536617596614
PTPRN2-AS1,-0.026549074,0.9398780428193556,0.9688860504719066
MGARP,0.027345894408902977,0.9398546174682101,0.9688860504719066
ENSG00000272432,0.02170863412614253,0.9399857941548185,0.9689332283511521
LINC01465,0.014958291388857748,0.9399742133256792,0.9689332283511521
ENSG00000285218,0.060256730132436175,0.9400477033031108,0.9689650955610009
TTC7A,0.007993376375870286,0.9401328066414386,0.9689982287444908
BIRC6,0.0075350347069424485,0.9401418377723794,0.9689982287444908
RFFL,0.009490122616441301,0.9402510384129793,0.9690442193678004
ZNF815P,-0.029168511,0.9402794483741875,0.9690442193678004
ENSG00000280439,-0.065365707,0.9402656094221258,0.9690442193678004
PAOX,0.01127520052865921,0.9403619128277207,0.9690972600452608
GPR155-DT,0.01800567392800363,0.9404457282359746,0.9691516894169256
ENSG00000310013,0.030494924783980942,0.9405836028315734,0.9692311032574654
CHPF2,0.006760387455727474,0.9405847948606417,0.9692311032574654
ZNF664,-0.005281758,0.9406728086624041,0.9692898489522985
ENSG00000297712,-0.026939623,0.9408363549232975,0.9693944685243904
FDX2,0.007304344637657,0.9408137333794209,0.9693944685243904
ENSG00000280195,0.01139804664037472,0.9409148783659131,0.9693990222808299
E4F1,-0.010662825,0.9409337981355528,0.9693990222808299
ENSG00000306378,0.03758124570528065,0.9409324964032885,0.9693990222808299
MOCS3,-0.007453204,0.9410250540252599,0.9694610908848513
FCER1G,0.01596061502271867,0.941112222263042,0.9694716574741329
YIPF2,0.006797072715451483,0.9411283412558763,0.9694716574741329
NOTUM,-0.035801517,0.9411159746945019,0.9694716574741329
ENSG00000257869,0.04235616218560131,0.9411888221319914,0.9695020147055172
MCRIP1,-0.012277702,0.9413638113228885,0.9695033006101125
ENSG00000274654,0.06362042647185537,0.9413761377129698,0.9695033006101125
ENSG00000253445,-0.02663661,0.941283001619128,0.9695033006101125
STAG2,-0.006608289,0.9413182912256555,0.9695033006101125
CFAP97D1,-0.036875503,0.941341483749048,0.9695033006101125
TMEM104,-0.009112055,0.9412801385977219,0.9695033006101125
LINC01205,-0.060054623,0.9415487970060851,0.9696291109568256
TEX41,-0.026183385,0.9415603285170109,0.9696291109568256
MKS1,-0.007791283,0.9416333797981934,0.9696723987163913
ENSG00000250250,0.10220407186130863,0.9420025967716088,0.9697012572562005
NSD2,-0.008767958,0.9419149053041134,0.9697012572562005
DNAH5,-0.02278231,0.9419489172472082,0.9697012572562005
ENSG00000304561,0.04059578062366319,0.9418261332560838,0.9697012572562005
ENSG00000304028,0.029338748458471696,0.9417310311226321,0.9697012572562005
CALB1,-0.035521455,0.9419405542308785,0.9697012572562005
WDR5-DT,-0.021674084,0.9418466191877912,0.9697012572562005
RAB28,-0.007751693,0.9418294465699676,0.9697012572562005
RPS27L,-0.010647617,0.941970332514575,0.9697012572562005
KRTAP5-7,0.03270581716314529,0.9417793117815397,0.9697012572562005
ENSG00000234464,-0.05136255,0.9420014073749204,0.9697012572562005
LINC01619,0.026115660036953026,0.9421613576592659,0.9698324374114076
PEX6,0.00882234882457781,0.9421920733473841,0.9698324374114076
CLEC12A-AS1,-0.037924172,0.9422251867462919,0.9698345903680679
ENSG00000298291,-0.017435849,0.9423646244890165,0.969914247091362
HIVEP3,-0.011882014,0.9423502581810115,0.969914247091362
ENO1-AS1,-0.020672,0.942491373195955,0.9699414717290932
TMEM9B,0.007006726162014323,0.9425075248194188,0.9699414717290932
ACD,-0.006756078,0.9425151767155461,0.9699414717290932
FOSL1,-0.024256937,0.9424754957829159,0.9699414717290932
ZNF627,0.00715787143905664,0.9425600566603324,0.9699557291432511
ENSG00000275995,0.037809741959323,0.9426685700235193,0.9700354663982518
TLE6,-0.019856473,0.9427749089891421,0.970112960954761
MYO19,0.0056300941435167935,0.9430194601457232,0.970304827961298
TATDN2P3,0.059323284577312174,0.9430234428166229,0.970304827961298
MAP2K1,-0.004775424,0.9431380523677456,0.9703908155725796
RAB12,0.006204220270580778,0.9431881346068972,0.9704104078264801
GART,0.0067280759259321,0.9433185798967592,0.970512678557027
ENSG00000289540,0.041655056242234985,0.9434487981631884,0.9706136568151161
PWRN1,-0.0499429,0.9434788221525305,0.9706136568151161
ENSG00000267199,-0.025302337,0.9435331770646097,0.9706376345696246
DDX25,-0.03419582,0.9436455644543167,0.9707213083325755
ENSG00000308735,0.05569660462626078,0.9438137571464801,0.9707863339340743
STARD7-AS1,-0.007490666,0.9437899410393767,0.9707863339340743
PCSK1N,-0.038989083,0.943744417703263,0.9707863339340743
ENSG00000277247,0.05600184218344784,0.9438329853157467,0.9707863339340743
ZNF157,0.05314067649171036,0.9439303003550691,0.9708544867745929
TSG101,0.004428946513853361,0.9441542218636105,0.9710528485745982
RPL23AP88,0.03802060402407586,0.9443453698042514,0.9710897077886427
SFXN2,0.011560678166776521,0.9442471707699356,0.9710897077886427
SMIM41,0.07423772532805353,0.944327701280197,0.9710897077886427
CCDC78,0.02474414684982331,0.944257868998979,0.9710897077886427
ENSG00000251867,-0.013962391,0.9443302925347659,0.9710897077886427
ENSG00000293154,0.03519438024801402,0.944453784034019,0.9711373059549906
ENSG00000225399,-0.035315015,0.9444303863792471,0.9711373059549906
C1orf56,0.011817961404268383,0.9444997429082029,0.9711405318520262
ENSG00000279652,-0.024308009,0.9445682232206067,0.9711405318520262
ENSG00000295896,-0.024120608,0.9445811755927587,0.9711405318520262
ZNF286B,0.01598788192346628,0.9445689294693537,0.9711405318520262
ZNF570,0.010787321067089016,0.9446358736706657,0.9711538498275583
SUMO4,-0.028207585,0.9446562573411396,0.9711538498275583
NDUFV3,0.008261247401328388,0.9447010470825066,0.9711679601111574
GOLGB1,-0.00638247,0.944810044279592,0.9712480735996609
PLEKHH3,-0.009737353,0.944897479072138,0.9712740806284029
TREM1,0.02384861419110304,0.9448718567283034,0.9712740806284029
GLUL,-0.021165278,0.9450957814330556,0.9714459778050836
ENSG00000256894,-0.042210498,0.945216117485602,0.9715057856117426
ENSG00000299483,0.03317521893082011,0.9452140092758116,0.9715057856117426
LINC00649,-0.012765333,0.9452689092960384,0.9715281054415821
RDX,0.007651455615839074,0.9453769546624509,0.9715433330137799
COIL,-0.005794961,0.9453397213031318,0.9715433330137799
EIF2B5,0.004533356860132564,0.9453720616743038,0.9715433330137799
ENSG00000266709,-0.020966149,0.9457618957614027,0.9716671514769897
RAD54L,-0.01397992,0.9457124454381123,0.9716671514769897
LYZ,-0.019437993,0.9456972967933442,0.9716671514769897
PIK3IP1-DT,-0.023632633,0.9456793605225795,0.9716671514769897
ACTG1P14,0.032313406331307304,0.9458953795731381,0.9716671514769897
CHD4,-0.004525388,0.9459014838003615,0.9716671514769897
CFAP410,-0.010392445,0.9458835489582272,0.9716671514769897
COX16,-0.006433265,0.9457384624905754,0.9716671514769897
MRPL30,0.0063946429317269715,0.9458295967645316,0.9716671514769897
CXADR,-0.012436106,0.945579578409275,0.9716671514769897
ENSG00000300755,-0.112976186,0.9455887970066138,0.9716671514769897
TMEM14B-DT,0.018381852892668107,0.945814881069041,0.9716671514769897
ENSG00000309588,-0.040059955,0.9457288990652323,0.9716671514769897
STK11,-0.0069024,0.9459422761850853,0.9716771276613873
PIGM,0.007767401418508229,0.9459773563803601,0.9716812357904848
G2E3,0.008081910312584345,0.9460926619428638,0.9717395473248116
RNF103-CHMP3,-0.057895411,0.9460962908701217,0.9717395473248116
ENSG00000261407,0.03538692301423012,0.9462512060820546,0.9718667320129857
ENSG00000268201,0.03167013213341347,0.946315835900516,0.9718692545500422
ENSG00000288880,-0.016685015,0.9462859186725875,0.9718692545500422
SNX9,-0.005269765,0.9464415251709055,0.9719344808796118
SLC5A10,0.025174747583052368,0.9464303340092688,0.9719344808796118
ENSG00000306320,-0.020917756,0.9467565876992443,0.9722260938523674
ENSG00000294260,0.03160393458678618,0.9468039148928876,0.9722427587878583
GPR19,0.014421156119140896,0.9468791350354171,0.9722880640679316
ENSG00000293279,0.011670394633208354,0.9469208948376426,0.9722990092721524
PITPNM3,0.025901165543810202,0.9470319160295521,0.9723491343174451
HOXC9,-0.0370975,0.9470235334093895,0.9723491343174451
FBXL12,0.006180547237554454,0.9472369624829442,0.9725277227620454
TMEM41B,0.006928442713111509,0.9473401119298331,0.9726016853063078
ENSG00000297735,-0.027803211,0.9474156372349953,0.9726153438701493
CSNK2A1,0.004070011162097301,0.9474090549302054,0.9726153438701493
CDC27,0.005205487159890407,0.9475893856279031,0.9727617706339112
NIPBL-DT,-0.007958473,0.9478414878237928,0.9729886203853304
LDHAP4,0.018778295880413305,0.9479199548546062,0.9730372192218135
COP1,-0.00604495,0.9482171343629734,0.973184763232607
GRIPAP1,0.005588882318259116,0.9481807207955782,0.973184763232607
ARL5B,-0.008698744,0.9481228196280045,0.973184763232607
LINC02526,0.059706758789638784,0.948219335087114,0.973184763232607
IWS1,-0.004790414,0.9481779948661193,0.973184763232607
ENSG00000289365,-0.018186665,0.9482742157116764,0.9732091394456746
ENSG00000260740,-0.031051626,0.9483918754908564,0.9732340457400507
ENSG00000214265,0.02367612833242602,0.9483824206513833,0.9732340457400507
IFT81,-0.009249684,0.948382471789759,0.9732340457400507
C14orf39,-0.139428164,0.9484418974925176,0.9732534314090652
RBM15B,0.004782462297982238,0.9485127250366309,0.9732941649266482
ENSG00000261611,0.03655990958712232,0.9485726170102587,0.9733236748585966
TMEM263-DT,0.011492670768314589,0.9488095731022715,0.9734045786195248
GPATCH1,0.004992131024154126,0.9488843655849717,0.9734045786195248
KCNJ6,0.031484013347087066,0.9488975120412038,0.9734045786195248
RPL17P47,0.025460005203303937,0.9489005513868994,0.9734045786195248
ZFHX4-AS1,-0.022585696,0.9488769704695039,0.9734045786195248
ENSG00000287595,-0.031671449,0.9488582403478876,0.9734045786195248
ENSG00000106540,0.04022456800754605,0.9487639818992466,0.9734045786195248
STAC,-0.024950048,0.9487000822453406,0.9734045786195248
ENSG00000222001,-0.015086705,0.9489651915007452,0.9734389468086687
ZNF10,-0.008262667,0.9490918644752748,0.973513573959522
ENSG00000260196,-0.018840616,0.9491002213707025,0.973513573959522
USP6,0.016828120858464836,0.94917819179221,0.9735616079396281
C2orf49,-0.00335055,0.9492512002621881,0.9736045495159866
ENSG00000298114,-0.072347452,0.949405241031971,0.9737262455765077
RAET1L,-0.051296642,0.9494321448328273,0.9737262455765077
ARB2A,0.006828666521086658,0.9494880033317621,0.9737515892980211
ART5,0.03378735919490503,0.9495802687858524,0.9738142674447139
ENSG00000290705,-0.01439429,0.949646707456691,0.973828538899689
ENSG00000291144,0.022392012985869583,0.9496564841964884,0.973828538899689
ENSG00000227482,-0.029145313,0.9498376037045345,0.9739211787459238
HNF4A-AS1,0.026135125262027735,0.9498402821214604,0.9739211787459238
ENSG00000289214,0.01782126924106251,0.9498367887426087,0.9739211787459238
C1QL3,-0.015584902,0.9500306070210905,0.9739238287236169
PINCR,0.0700436016650442,0.9499549573291837,0.9739238287236169
LINC00867,-0.029046516,0.9498834627974153,0.9739238287236169
STK39,0.014093963435282273,0.9500609347978167,0.9739238287236169
ENSG00000297778,-0.103138439,0.9499684779468585,0.9739238287236169
ENSG00000280193,0.011814340380302678,0.9500475357034815,0.9739238287236169
BLTP3B-DT,-0.02559153,0.9500517269350451,0.9739238287236169
DSG3,-0.062637029,0.9502005018547971,0.9740349626036633
SLC2A1,-0.023685637,0.950277540009486,0.9740819939446067
BTBD7P1,0.02284061830776106,0.9505391710234817,0.9743182329084297
MILIP,-0.014543504,0.9506265240318967,0.9743758244257299
STYK1,0.03430147435911635,0.950699961874259,0.9744037049603611
CDV3,-0.005021071,0.9507160609156476,0.9744037049603611
FTH1P22,0.03186374092992929,0.9509103134154944,0.9745069536585786
ENSG00000249053,-0.050857836,0.9509084513609026,0.9745069536585786
ENSG00000295381,-0.031283871,0.9508503142562078,0.9745069536585786
ENSG00000257411,0.04973625241275783,0.9510160580317413,0.9745833750367563
LRP11,0.0075114543460471994,0.9511279747071977,0.9746341693687476
ENSG00000274002,-0.022779234,0.9511245521048358,0.9746341693687476
UBE2H-DT,-0.047546613,0.9511734364735521,0.9746488084061836
ENSG00000277548,0.021253764444404945,0.9512632391966285,0.9747088803056012
MEP1A,-0.034642781,0.9513362343552928,0.9747517270139461
TRAF3IP1,0.004344362802297577,0.9514293050972686,0.9748151399487403
ENSG00000253736,0.017908388525033746,0.9514950396811327,0.974849581876244
SSX5,0.07402230140332633,0.9516500140511497,0.974849581876244
CD80,0.016689376125623406,0.9516393437423039,0.974849581876244
KLK13,0.049065463359824694,0.9516000573244233,0.974849581876244
ENSG00000276418,-0.017215613,0.95163171474841,0.974849581876244
ENSG00000305983,-0.024024553,0.9515315798815387,0.974849581876244
ENSG00000283541,-0.027199389,0.9518854000576942,0.9749258637322731
RABGAP1L,-0.0073316,0.9519120223520824,0.9749258637322731
ENSG00000254162,0.014219351937522788,0.9518548822050732,0.9749258637322731
MORC4,0.0096404505158136,0.9519090374162252,0.9749258637322731
MAP4K4,-0.007457876,0.9519427731277027,0.9749258637322731
ZNF445,-0.006237425,0.9518875571158774,0.9749258637322731
IDO1,-0.016744155,0.951770158340026,0.9749258637322731
ENSG00000261187,-0.017914077,0.9520661973627175,0.9749802216036432
B3GLCT,-0.005807637,0.9520894087367694,0.9749802216036432
HAGHL,-0.015581884,0.9520303554605947,0.9749802216036432
AK9,-0.006099197,0.952137333274148,0.9749973616164327
CUTC,-0.006397323,0.9522810791022106,0.975098468055497
UBA6,0.0065069985709979945,0.9522984494984625,0.975098468055497
OXCT2,-0.017002711,0.9524287935759341,0.9751999925839069
ENSG00000262533,-0.095148588,0.9526319978716467,0.9753633792009331
RNASEH1-DT,0.007234329594474438,0.9526507623676707,0.9753633792009331
ZNF274,0.00570491776733466,0.9526827557193203,0.9753641928233269
ENSG00000294673,0.03137416880534739,0.9527209857312271,0.9753713913257803
KCNJ8,0.013468429514295263,0.9528800314384148,0.9754064510939119
TRPC4AP,0.003998894250696859,0.9527980094991605,0.9754064510939119
HDAC11,0.007760683681209872,0.9528672591753649,0.9754064510939119
PLEKHM1,0.007605098703661349,0.9528672596863079,0.9754064510939119
EIF2S2,0.0049324065684620945,0.9529913993271535,0.9754885114650252
PDZD2,0.012350099532219978,0.9531531176914823,0.9755520832317982
ENSG00000286191,0.02705409945569843,0.9531569580935128,0.9755520832317982
ENSG00000297783,0.03098884583028236,0.9530985155054844,0.9755520832317982
ENSG00000293142,-0.039616408,0.9531783237180855,0.9755520832317982
ENSG00000277117,0.02035475073528416,0.9532211596103505,0.9755639870657801
VPS13B,0.006914689893126642,0.9532642161261865,0.9755761159078489
ENSG00000285996,-0.021334207,0.9534723956152917,0.9756419991029885
ERF,0.005870013769004588,0.953389959063371,0.9756419991029885
ENSG00000286789,-0.044191382,0.9534821287023655,0.9756419991029885
ZNF470-DT,0.01619399812652901,0.9534324468221499,0.9756419991029885
FRMPD2,-0.033741373,0.9535158379103962,0.9756419991029885
PLA2G4E,0.03267320195668345,0.9534893159963531,0.9756419991029885
RBSN,-0.004446009,0.9536827470946021,0.9757808451126998
VEGFB,-0.013532853,0.9537700939590039,0.9758382788139919
ENSG00000280129,-0.010618106,0.9538294622418,0.975867083747272
DHX36,-0.005683452,0.9539594380479394,0.9759681232964438
BNIP3L,0.0074663267927541355,0.9540098366829068,0.9759877458103248
ANXA6,0.010007719531557074,0.9540907987602759,0.9760386335616004
MX1,0.009712547675496676,0.9541937309885201,0.9761119927978176
PPM1H,-0.016044581,0.9543562129498389,0.9762462628574967
ENSG00000286064,0.02434981822528637,0.9544187549751498,0.9762654149918066
C11orf71,-0.009146987,0.9544373906473972,0.9762654149918066
ENSG00000267140,-0.036729982,0.9546230964913933,0.9764234210898227
ENSG00000308779,0.028372063304147647,0.9547792695635949,0.9765192627463168
POLE,0.006892413255893227,0.9547727465354884,0.9765192627463168
ENSG00000260679,-0.036740066,0.9549572387856577,0.9766693325096838
ADAMDEC1,-0.022947438,0.9551053382484757,0.9767888445700578
IGLV4-69,0.03023524086029279,0.9551827993953097,0.9768361091755174
ENSG00000253557,-0.024600384,0.9553430535842865,0.9769680378203379
PSG4,0.04463848994181966,0.9554788191809999,0.9770749157417112
ENSG00000288851,0.022130947080668036,0.9556070043419497,0.9771740351533174
PTN,0.01709368511087706,0.9556500269155968,0.9771860663132825
ENSG00000289121,0.016174217351193905,0.9556833215473332,0.9771881498457653
TCTN1,-0.006279595,0.9557371858493826,0.9772011810256558
ENSG00000278952,-0.023851709,0.9557585808214656,0.9772011810256558
ENSG00000269737,-0.01761318,0.9558120645943787,0.9772019067153306
ENSG00000276390,-0.016803868,0.9558496902947781,0.9772019067153306
LINC00402,0.03783297230593638,0.9558600866206793,0.9772019067153306
LINP1,0.04090398128817727,0.9558843204190745,0.9772019067153306
UBAP1L,-0.012589464,0.9560242046749111,0.9772490423342842
MOB4,0.005074966279385831,0.9560205107742331,0.9772490423342842
FAHD2B,-0.014939101,0.9559828728056752,0.9772490423342842
ENSG00000295286,0.02156460514326573,0.9562006256998192,0.9773015614376045
FAM200B,-0.006320517,0.9561771935930599,0.9773015614376045
SPDL1,0.008009290100796759,0.9561897906893924,0.9773015614376045
B3GALT5-AS1,-0.037104848,0.9561940319656093,0.9773015614376045
LAIR2,-0.01753411,0.9563677541469096,0.9774178920719908
STAU1,0.00500149537605624,0.9563769733705083,0.9774178920719908
PATJ,0.006460852199041596,0.9564924843144093,0.9775039893145494
TSPAN19,-0.046820306,0.9566657127726843,0.9776490644094021
ENSG00000308024,0.031559299151953865,0.9568791536720291,0.9778352231310642
LINC00973,-0.028126198,0.9569739410937751,0.9778361982093963
LINC01428,-0.021855601,0.956953456412445,0.9778361982093963
ENSG00000301545,-0.028560813,0.9569465866727705,0.9778361982093963
THSD1P1,-0.01495493,0.9570268905385377,0.9778583416317386
SERPINA1,0.012962021755691045,0.9571676069998089,0.9779701581029815
ENSG00000305741,0.043199739350348904,0.9572419892306401,0.9780141935787935
ACSL5,-0.012060615,0.9573268482067784,0.9780689299179253
NALCN-AS1,-0.037741157,0.9574179531138092,0.9780980807854721
LINC02269,-0.084111743,0.9574119379116781,0.9780980807854721
LINC00319,0.023043158169221842,0.9575369014720042,0.9781556708508453
ENSG00000304056,-0.009153055,0.9575265716564993,0.9781556708508453
ENSG00000297733,0.038456551671339156,0.9576024439369807,0.9781906618134888
ENSG00000249236,0.04494603328011501,0.9576843556447145,0.978220456646044
ENSG00000302406,0.037153433615101615,0.9576941917463284,0.978220456646044
ENSG00000297278,-0.074828328,0.9578346238176181,0.9782424912710871
KRT8P46,-0.016387484,0.957750243784258,0.9782424912710871
BANP,-0.005089162,0.9578409269839506,0.9782424912710871
BCL3,0.007448923468737093,0.9578111423851459,0.9782424912710871
KLHL3,0.012298263061619222,0.9581519342523765,0.9782732909244211
ENSG00000260593,-0.036324131,0.958050941885556,0.9782732909244211
ENSG00000290946,0.018884141769261387,0.958068664916742,0.9782732909244211
LHFPL2,-0.010456527,0.9582394342753009,0.9782732909244211
PIGA,0.005011840871190117,0.9582154328747996,0.9782732909244211
CCDC62,-0.020328462,0.9582421926397104,0.9782732909244211
ENSG00000305476,-0.088609816,0.9582065733281635,0.9782732909244211
USO1,0.0054235785208771896,0.9580970319729522,0.9782732909244211
PJA2,-0.00669555,0.9582465850359385,0.9782732909244211
LINC02607,0.03058296036847038,0.9579673687094489,0.9782732909244211
OSBPL10,-0.014532342,0.9581720067394016,0.9782732909244211
CCAR1,-0.005248644,0.9582332835356733,0.9782732909244211
RPS6KL1,0.011739886668738448,0.9583056214029357,0.9782809497885216
ENSG00000261786,-0.037305206,0.9583166710575913,0.9782809497885216
DNAJC28,-0.008438497,0.9583617550468116,0.9782950286693815
LPXN,-0.007423962,0.9585183798052955,0.9784229636547149
SAP18,0.004113960656143167,0.9585997520474375,0.9784740775845318
LINC02421,0.02470604706929807,0.9587160168533764,0.9785288552036272
CENPO,0.007510231980952847,0.9586995501975119,0.9785288552036272
LINC02994,0.0511104361818393,0.958929637219763,0.9787149374294488
C2orf92,-0.018925666,0.958980419882432,0.9787348154473906
ENSG00000286788,0.0470809761351398,0.9592197105719129,0.9789151208333784
MAF,0.007428408635669286,0.9591943599391995,0.9789151208333784
TMEM273,-0.012021207,0.9592621644765464,0.9789264908774366
LINC01447,0.02931785994777225,0.9593036779509544,0.9789369005020462
ENSG00000289112,-0.013713795,0.9595872330929439,0.9791623365815232
CEP350,0.006623712149886338,0.9595706062250546,0.9791623365815232
ENSG00000309704,-0.076011931,0.959667852448991,0.9792126398091585
RPL4P4,0.010599736465952329,0.959772329720571,0.9792872827693935
ENSG00000288945,0.012412690710581731,0.9598599347530078,0.9793447061187064
NKAIN2,0.024884880752049435,0.9599098819292492,0.9793637046783538
OAZ1,-0.004608118,0.960057345929436,0.9794058020259835
CAPN5,-0.007755985,0.9601559425459218,0.9794058020259835
TMEM106C,0.005695835515752538,0.9601704387389045,0.9794058020259835
SNHG18,0.015309255204849815,0.9601694501636353,0.9794058020259835
PPIAP31,-0.009942307,0.960084678173259,0.9794058020259835
ENSG00000261065,0.029234827496713543,0.9600725420511,0.9794058020259835
TOMM20P2,-0.021682987,0.9601221781809867,0.9794058020259835
ENSG00000300591,0.019071602714131594,0.9602048319667582,0.9794089286060934
PRMT9,-0.004098085,0.9604812765432539,0.9794130025615394
ENSG00000287725,0.018756386079162704,0.9604802319873814,0.9794130025615394
ENSG00000257225,0.03209700003583722,0.9602857493024514,0.9794130025615394
LEF1,0.014883709605728813,0.9603281156838439,0.9794130025615394
DDX10P1,0.0329621247330982,0.960373937002823,0.9794130025615394
PRKACB,-0.006947122,0.9604907796927434,0.9794130025615394
MIR4713HG,0.05223545399561761,0.9604516155606445,0.9794130025615394
MRPS5,-0.004342556,0.9603111307122587,0.9794130025615394
ENSG00000307222,0.02375339072050031,0.9604272507234157,0.9794130025615394
HEXIM2,0.007297105200661569,0.9605666314024444,0.9794264569823102
LINC02490,-0.013927826,0.9605411049944018,0.9794264569823102
TGFBRAP1,0.003945053524662593,0.9606464731078789,0.9794759209696569
NUP133,-0.00531916,0.9608251596632915,0.9795315834328167
PRPF31,0.004049512432286595,0.9607915102115352,0.9795315834328167
ZFP90,0.006404315840481184,0.9607931243503732,0.9795315834328167
LINC02709,0.01184351968796597,0.9608263934219606,0.9795315834328167
GDPD3,0.013966045401084292,0.9609185278639867,0.9795935675681292
FOXH1,-0.028009716,0.961067815615115,0.9797138098205079
ENSG00000302519,0.019394986289464497,0.9618624700470082,0.9797571484777667
ENSG00000287952,0.03166715818653842,0.9614363390712936,0.9797571484777667
ENSG00000308562,-0.026886224,0.9613300365608354,0.9797571484777667
ENSG00000235192,-0.023995689,0.9617793587760115,0.9797571484777667
CCDC34,-0.007570521,0.9618384500814228,0.9797571484777667
ENSG00000271654,-0.025427165,0.9616702922492406,0.9797571484777667
TAS2R31,-0.040588965,0.961254035027515,0.9797571484777667
ZNF529-AS1,-0.007252362,0.9615503630564579,0.9797571484777667
PRSS3,0.019833016113808295,0.9617067262769234,0.9797571484777667
MFSD13A,-0.005580105,0.9616848485886802,0.9797571484777667
ENSG00000285702,-0.010665882,0.9616154599773992,0.9797571484777667
UGCG,-0.006177977,0.9612264289212009,0.9797571484777667
LIPG,-0.011970312,0.9613624001373365,0.9797571484777667
LETM2,0.011732911551433613,0.9615747316654141,0.9797571484777667
NOL11,0.003914115101747401,0.9618297990375015,0.9797571484777667
ENSG00000223711,0.026765886432437446,0.9611533457748249,0.9797571484777667
CAMTA1-AS1,0.06987005335062152,0.961523900297407,0.9797571484777667
RIMKLBP1,0.02659424889786574,0.9615520459726232,0.9797571484777667
